"행정구역","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_0~9세","2021년11월_계_10~19세","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_계_80~89세","2021년11월_계_90~99세","2021년11월_계_100세 이상"
"서울특별시 노원구 상계6.7동(1135069500)","32,802","32,802","2,278","2,893","4,444","4,836","5,239","5,693","4,188","1,996","1,028","200","7"
"서울특별시 노원구 상계8동(1135070000)","22,669","22,669","2,305","1,908","2,674","4,792","3,766","3,040","2,351","1,181","559","90","3"
"서울특별시 노원구 상계9동(1135071000)","20,510","20,510","1,250","1,970","2,673","2,718","3,291","3,560","2,880","1,367","677","122","2"
"서울특별시 노원구 상계10동(1135072000)","18,698","18,698","1,301","1,599","2,574","2,927","2,911","3,234","2,495","1,045","521","90","1"
"서울특별시 은평구 (1138000000)","473,468","473,468","27,772","37,284","65,402","67,046","74,142","77,137","66,949","38,603","16,956","2,090","87"
"서울특별시 은평구 녹번동(1138051000)","36,810","36,810","2,371","2,175","4,900","5,997","5,526","5,881","5,299","3,107","1,365","184","5"
"서울특별시 은평구 불광제1동(1138052000)","38,563","38,563","2,196","2,578","5,086","5,352","5,686","6,640","5,738","3,416","1,661","199","11"
"서울특별시 은평구 불광제2동(1138053000)","27,645","27,645","1,005","1,673","4,194","3,808","3,610","4,803","4,531","2,736","1,137","134","14"
"서울특별시 은평구 갈현제1동(1138055100)","21,996","21,996","887","1,432","3,489","2,897","3,066","3,810","3,559","1,994","756","102","4"
"서울특별시 은평구 갈현제2동(1138055200)","28,241","28,241","1,389","2,320","4,304","3,790","4,482","4,757","3,834","2,280","975","108","2"
"서울특별시 은평구 구산동(1138056000)","32,318","32,318","1,644","2,805","4,337","4,035","4,940","5,654","4,834","2,720","1,199","146","4"
"서울특별시 은평구 대조동(1138057000)","26,884","26,884","1,035","1,546","4,831","4,224","3,850","4,182","3,678","2,345","1,067","120","6"
"서울특별시 은평구 응암제1동(1138058000)","32,976","32,976","2,520","2,687","4,479","5,468","5,573","4,881","3,947","2,313","993","113","2"
"서울특별시 은평구 응암제2동(1138059000)","27,621","27,621","3,154","2,320","2,641","4,802","5,338","3,771","3,034","1,700","761","96","4"
"서울특별시 은평구 응암제3동(1138060000)","24,423","24,423","941","1,474","3,537","3,304","3,400","4,031","3,829","2,534","1,227","142","4"
"서울특별시 은평구 역촌동(1138062500)","45,548","45,548","2,406","3,326","6,472","6,302","7,374","7,588","6,495","3,835","1,566","175","9"
"서울특별시 은평구 신사제1동(1138063100)","27,061","27,061","1,472","1,995","3,805","3,969","4,136","4,368","4,071","2,232","911","101","1"
"서울특별시 은평구 신사제2동(1138063200)","20,312","20,312","1,017","1,582","2,863","2,706","3,050","3,450","3,208","1,621","719","91","5"
"서울특별시 은평구 증산동(1138064000)","14,912","14,912","669","1,134","1,988","1,960","2,152","2,520","2,483","1,370","567","66","3"
"서울특별시 은평구 수색동(1138065000)","12,196","12,196","850","847","1,571","1,896","1,705","2,119","1,799","927","425","57","0"
"서울특별시 은평구 진관동(1138069000)","55,962","55,962","4,216","7,390","6,905","6,536","10,254","8,682","6,610","3,473","1,627","256","13"
"서울특별시 서대문구 (1141000000)","305,443","305,443","18,992","22,593","49,111","44,269","45,389","48,671","39,705","23,314","11,747","1,554","98"
"서울특별시 서대문구 천연동(1141052000)","17,135","17,135","1,155","1,382","2,127","2,314","2,650","3,009","2,265","1,345","789","94","5"
"서울특별시 서대문구 북아현동(1141055500)","16,006","16,006","1,401","1,017","2,187","2,821","2,565","2,732","1,810","957","452","59","5"
"서울특별시 서대문구 충현동(1141056500)","20,412","20,412","1,188","1,300","3,355","3,337","2,962","3,271","2,742","1,401","719","128","9"
"서울특별시 서대문구 신촌동(1141058500)","19,791","19,791","673","906","7,864","3,498","1,966","1,969","1,416","905","517","72","5"
"서울특별시 서대문구 연희동(1141061500)","35,097","35,097","1,553","2,314","7,567","5,520","4,734","5,141","4,142","2,565","1,354","198","9"
"서울특별시 서대문구 홍제제1동(1141062000)","23,719","23,719","1,446","1,824","3,037","3,316","3,552","4,057","3,423","1,940","1,006","114","4"
"서울특별시 서대문구 홍제제3동(1141064000)","15,354","15,354","720","1,027","2,044","1,918","2,048","2,651","2,372","1,612","870","89","3"
"서울특별시 서대문구 홍제제2동(1141065500)","13,733","13,733","761","1,001","1,725","1,868","1,906","2,455","2,150","1,191","593","78","5"
"서울특별시 서대문구 홍은제1동(1141066000)","22,686","22,686","1,446","1,687","2,771","3,016","3,287","3,951","3,434","1,927","1,025","133","9"
"서울특별시 서대문구 홍은제2동(1141068500)","26,574","26,574","1,189","2,076","4,109","3,508","3,764","4,550","3,822","2,203","1,156","167","30"
"서울특별시 서대문구 남가좌제1동(1141069000)","15,454","15,454","2,040","1,474","1,427","2,278","3,053","2,149","1,590","929","451","59","4"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,797","29,797","2,634","2,343","4,252","4,464","4,893","4,417","3,511","2,158","990","128","7"
"서울특별시 서대문구 북가좌제1동(1141071000)","18,044","18,044","1,315","1,936","2,064","2,273","3,213","2,971","2,299","1,290","606","76","1"
"서울특별시 서대문구 북가좌제2동(1141072000)","31,641","31,641","1,471","2,306","4,582","4,138","4,796","5,348","4,729","2,891","1,219","159","2"
"서울특별시 마포구 (1144000000)","369,238","369,238","23,772","27,810","61,474","63,605","59,917","54,978","41,076","23,463","11,452","1,610","81"
"서울특별시 마포구 아현동(1144055500)","25,269","25,269","2,725","1,687","3,041","4,855","4,314","3,850","2,820","1,196","665","108","8"
"서울특별시 마포구 공덕동(1144056500)","37,209","37,209","2,212","2,212","6,160","6,472","5,292","6,254","4,624","2,512","1,318","140","13"
"서울특별시 마포구 도화동(1144058500)","21,216","21,216","1,444","1,540","2,872","3,589","3,068","3,417","2,798","1,501","849","136","2"
"서울특별시 마포구 용강동(1144059000)","21,639","21,639","2,126","2,055","2,181","3,653","4,325","3,080","2,227","1,256","636","98","2"
"서울특별시 마포구 대흥동(1144060000)","14,536","14,536","647","829","3,585","2,448","2,042","2,064","1,522","863","459","69","8"
"서울특별시 마포구 염리동(1144061000)","16,766","16,766","1,458","1,546","2,494","2,672","3,119","2,478","1,575","885","486","52","1"
"서울특별시 마포구 신수동(1144063000)","22,570","22,570","1,671","1,854","3,355","3,531","3,801","3,612","2,528","1,445","678","91","4"
"서울특별시 마포구 서강동(1144065500)","24,946","24,946","1,760","1,687","5,017","4,144","3,895","3,683","2,601","1,358","699","100","2"
"서울특별시 마포구 서교동(1144066000)","24,820","24,820","786","1,141","6,211","5,401","3,611","3,068","2,266","1,452","745","133","6"
"서울특별시 마포구 합정동(1144068000)","17,338","17,338","909","897","3,274","3,587","2,573","2,358","1,958","1,166","532","82","2"
"서울특별시 마포구 망원제1동(1144069000)","20,063","20,063","967","1,244","3,305","3,793","3,112","2,942","2,419","1,534","660","83","4"
"서울특별시 마포구 망원제2동(1144070000)","18,586","18,586","1,085","1,510","2,789","2,887","3,194","2,813","2,206","1,436","591","70","5"
"서울특별시 마포구 연남동(1144071000)","14,986","14,986","566","751","3,164","3,030","2,214","1,959","1,705","997","510","87","3"
"서울특별시 마포구 성산제1동(1144072000)","18,939","18,939","858","1,421","3,120","3,260","3,221","2,861","2,261","1,306","573","55","3"
"서울특별시 마포구 성산제2동(1144073000)","39,550","39,550","2,287","3,318","6,610","6,554","6,235","5,885","4,386","2,832","1,246","189","8"
"서울특별시 마포구 상암동(1144074000)","30,805","30,805","2,271","4,118","4,296","3,729","5,901","4,654","3,180","1,724","805","117","10"
"서울특별시 양천구 (1147000000)","448,061","448,061","29,673","49,595","57,597","55,897","76,612","76,239","60,257","29,116","11,286","1,715","74"
"서울특별시 양천구 목1동(1147051000)","30,782","30,782","2,765","5,057","3,210","3,038","6,685","5,054","3,012","1,351","516","91","3"
"서울특별시 양천구 목2동(1147052000)","29,927","29,927","1,591","2,433","4,807","5,256","4,545","4,816","3,983","1,722","675","97","2"
"서울특별시 양천구 목3동(1147053000)","21,875","21,875","1,240","1,487","3,365","3,898","3,129","3,576","3,106","1,389","595","84","6"
"서울특별시 양천구 목4동(1147054000)","25,402","25,402","1,267","3,220","4,048","2,713","4,347","4,867","2,805","1,479","566","79","11"
"서울특별시 양천구 목5동(1147055000)","41,300","41,300","3,177","7,370","4,274","3,713","8,814","6,828","4,433","1,789","733","166","3"
"서울특별시 양천구 신월1동(1147056000)","20,480","20,480","901","1,278","2,574","2,680","2,982","3,693","3,772","1,883","617","94","6"
"서울특별시 양천구 신월2동(1147057000)","20,714","20,714","1,333","1,735","2,585","2,791","3,256","3,282","3,348","1,747","552","81","4"
"서울특별시 양천구 신월3동(1147058000)","15,222","15,222","792","1,077","1,983","1,933","2,117","2,799","2,602","1,366","503","49","1"
"서울특별시 양천구 신월4동(1147059000)","17,949","17,949","1,321","1,621","2,099","2,302","2,978","2,818","2,803","1,402","532","68","5"
"서울특별시 양천구 신월5동(1147060000)","14,652","14,652","879","1,211","2,103","2,025","2,200","2,481","2,257","1,055","386","55","0"
"서울특별시 양천구 신월6동(1147061000)","13,862","13,862","1,491","1,226","1,556","2,538","2,192","2,019","1,779","782","245","30","4"
"서울특별시 양천구 신월7동(1147061100)","19,858","19,858","954","1,234","2,489","2,592","2,803","3,473","3,537","1,822","851","99","4"
"서울특별시 양천구 신정1동(1147062000)","20,442","20,442","1,769","2,908","2,350","1,940","4,007","3,489","2,318","1,091","470","96","4"
"서울특별시 양천구 신정2동(1147063000)","19,528","19,528","1,244","2,972","2,351","1,721","3,720","3,485","2,370","1,121","465","77","2"
"서울특별시 양천구 신정3동(1147064000)","49,652","49,652","3,626","5,587","6,155","6,137","8,304","8,595","6,464","3,325","1,265","187","7"
"서울특별시 양천구 신정4동(1147065000)","32,757","32,757","1,497","2,227","5,247","4,904","5,017","5,352","4,800","2,674","929","107","3"
"서울특별시 양천구 신정6동(1147067000)","24,629","24,629","1,984","3,607","3,008","2,675","4,591","4,416","2,768","1,056","420","101","3"
"서울특별시 양천구 신정7동(1147068000)","29,030","29,030","1,842","3,345","3,393","3,041","4,925","5,196","4,100","2,062","966","154","6"
"서울특별시 강서구 (1150000000)","574,789","574,789","36,876","43,598","85,856","97,858","89,281","84,467","79,383","39,339","15,517","2,522","92"
"서울특별시 강서구 염창동(1150051000)","41,685","41,685","3,952","4,426","5,601","7,188","7,574","5,945","4,392","1,812","693","100","2"
"서울특별시 강서구 등촌제1동(1150052000)","24,226","24,226","1,224","1,243","5,038","6,136","3,218","3,075","2,324","1,116","706","140","6"
"서울특별시 강서구 등촌제2동(1150053000)","20,379","20,379","1,217","1,540","3,083","3,444","2,981","3,279","2,904","1,371","467","93","0"
"서울특별시 강서구 등촌제3동(1150053500)","30,594","30,594","1,634","1,897","3,798","4,572","3,811","5,068","5,468","2,553","1,487","294","12"
"서울특별시 강서구 화곡제1동(1150054000)","51,760","51,760","2,441","2,371","9,525","10,418","7,394","7,233","7,191","3,767","1,242","168","10"
"서울특별시 강서구 화곡제2동(1150055000)","17,856","17,856","1,068","1,365","2,571","2,812","2,989","2,807","2,471","1,319","394","60","0"
"서울특별시 강서구 화곡제3동(1150056000)","21,518","21,518","1,160","1,629","3,233","3,118","3,193","3,211","3,451","1,826","602","87","8"
"서울특별시 강서구 화곡제4동(1150057000)","20,557","20,557","1,032","1,311","2,851","3,192","3,218","3,305","3,265","1,686","612","84","1"
"서울특별시 강서구 화곡본동(1150059000)","34,198","34,198","1,959","2,339","5,999","6,337","5,397","4,806","4,393","2,110","742","112","4"
"서울특별시 강서구 화곡제6동(1150059100)","24,895","24,895","1,138","1,598","4,428","4,273","3,520","3,886","3,735","1,629","590","96","2"
"서울특별시 강서구 화곡제8동(1150059300)","24,411","24,411","1,185","1,520","3,849","3,984","3,802","3,678","3,591","2,083","634","81","4"
"서울특별시 강서구 가양제1동(1150060300)","34,088","34,088","1,584","1,790","8,234","8,621","4,566","4,113","3,423","1,168","498","85","6"
"서울특별시 강서구 가양제2동(1150060400)","14,043","14,043","459","423","1,580","2,299","1,409","1,989","3,321","1,620","809","132","2"
"서울특별시 강서구 가양제3동(1150060500)","15,076","15,076","677","527","1,634","3,064","1,835","2,157","2,797","1,563","700","119","3"
"서울특별시 강서구 발산제1동(1150061100)","36,384","36,384","3,020","4,870","4,541","4,071","6,909","5,798","4,040","2,195","795","140","5"
"서울특별시 강서구 우장산동(1150061500)","42,981","42,981","3,512","5,499","5,137","5,194","8,351","6,641","5,121","2,607","792","122","5"
"서울특별시 강서구 공항동(1150062000)","30,897","30,897","3,407","2,159","4,022","5,639","5,058","4,165","3,752","1,829","743","119","4"
"서울특별시 강서구 방화제1동(1150063000)","43,038","43,038","3,800","4,255","5,042","6,144","7,496","6,338","5,881","2,824","1,079","171","8"
"서울특별시 강서구 방화제2동(1150064000)","23,395","23,395","1,186","1,406","3,329","3,791","3,236","3,510","3,830","2,056","917","130","4"
"서울특별시 강서구 방화제3동(1150064100)","22,808","22,808","1,221","1,430","2,361","3,561","3,324","3,463","4,033","2,205","1,015","189","6"
"서울특별시 구로구 (1153000000)","397,058","397,058","26,062","29,264","53,866","61,026","61,303","62,345","57,484","31,907","12,214","1,537","50"
"서울특별시 구로구 신도림동(1153051000)","35,964","35,964","3,459","3,562","4,223","6,072","6,555","5,108","4,149","1,994","735","103","4"
"서울특별시 구로구 구로제1동(1153052000)","20,854","20,854","1,741","1,935","2,725","3,695","3,587","2,965","2,750","1,002","387","63","4"
"서울특별시 구로구 구로제2동(1153053000)","23,842","23,842","813","1,354","3,162","2,810","3,263","4,578","4,080","2,596","1,062","119","5"
"서울특별시 구로구 구로제3동(1153054000)","23,533","23,533","1,204","1,353","4,159","4,855","3,979","3,058","2,643","1,580","634","67","1"
"서울특별시 구로구 구로제4동(1153055000)","19,727","19,727","743","1,011","2,805","2,869","2,700","3,431","3,094","2,094","889","91","0"
"서울특별시 구로구 구로제5동(1153056000)","29,192","29,192","1,714","1,500","5,031","5,531","4,045","4,478","3,859","2,117","819","95","3"
"서울특별시 구로구 가리봉동(1153059500)","8,954","8,954","238","273","1,587","1,263","1,046","1,731","1,593","817","362","40","4"
"서울특별시 구로구 고척제1동(1153072000)","22,389","22,389","1,241","1,838","3,068","2,787","3,318","3,823","3,589","1,923","706","94","2"
"서울특별시 구로구 고척제2동(1153073000)","26,643","26,643","1,615","2,157","3,440","3,107","4,113","4,699","4,126","2,314","965","103","4"
"서울특별시 구로구 개봉제1동(1153074000)","33,803","33,803","2,157","2,277","4,437","5,034","4,798","5,702","5,283","2,900","1,058","153","4"
"서울특별시 구로구 개봉제2동(1153075000)","30,989","30,989","1,984","2,234","3,697","4,267","4,679","4,845","5,196","2,978","983","120","6"
"서울특별시 구로구 개봉제3동(1153076000)","20,241","20,241","1,049","1,370","2,538","2,604","3,077","3,406","3,551","1,812","748","83","3"
"서울특별시 구로구 오류제1동(1153077000)","22,605","22,605","1,144","1,182","4,025","4,427","3,105","3,036","3,030","1,836","723","93","4"
"서울특별시 구로구 오류제2동(1153078000)","38,416","38,416","2,860","3,996","4,474","4,935","6,464","5,731","5,232","3,304","1,239","180","1"
"서울특별시 구로구 수궁동(1153079000)","23,570","23,570","1,389","1,938","2,965","3,205","3,649","3,948","3,706","1,991","686","90","3"
"서울특별시 구로구 항동(1153080000)","16,336","16,336","2,711","1,284","1,530","3,565","2,925","1,806","1,603","649","218","43","2"
"서울특별시 금천구 (1154500000)","230,839","230,839","11,749","13,989","37,157","36,463","31,756","39,326","34,577","17,968","6,925","885","44"
"서울특별시 금천구 가산동(1154551000)","23,589","23,589","646","658","6,755","5,777","2,775","2,887","2,454","1,164","416","54","3"
"서울특별시 금천구 독산제1동(1154561000)","44,742","44,742","3,277","2,325","7,949","9,382","6,500","6,430","5,192","2,594","976","111","6"
"서울특별시 금천구 독산제2동(1154562000)","18,766","18,766","820","1,123","2,790","2,527","2,497","3,685","3,160","1,543","540","77","4"
"서울특별시 금천구 독산제3동(1154563000)","24,164","24,164","920","1,268","3,914","3,592","3,048","4,571","4,048","1,934","748","118","3"
"서울특별시 금천구 독산제4동(1154564000)","15,159","15,159","600","915","2,195","1,989","1,946","3,107","2,574","1,339","439","52","3"
"서울특별시 금천구 시흥제1동(1154567000)","32,849","32,849","1,664","2,179","4,762","4,741","4,695","5,746","5,061","2,769","1,074","154","4"
